TIF ID,TIF NAME,REPORTING CATEGORY,DESCRIPTION,AMOUNT
T-146,Touhy/Western,Fund balance,Designated for future redevelopment project costs,$1365535.00
T-146,Touhy/Western,Fund balance,Reserved for encumbrances,$0.00
T-146,Touhy/Western,Fund balance,Reserved for debt service,$389149.00
T-147,LaSalle Central,Revenues,Interest,$47081.00
T-147,LaSalle Central,Fund balance,Beginning of year,$26802911.00
T-147,LaSalle Central,Revenues over expenditures,,$24739629.00
T-147,LaSalle Central,Expenditures,Total expenditures,$1899583.00
T-147,LaSalle Central,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-147,LaSalle Central,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-147,LaSalle Central,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-147,LaSalle Central,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-147,LaSalle Central,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-147,LaSalle Central,Expenditures,Relocation costs. (q)(8),$0.00
T-147,LaSalle Central,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-147,LaSalle Central,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-147,LaSalle Central,Expenditures,Financing costs. (q)(6),$0.00
T-147,LaSalle Central,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-147,LaSalle Central,Expenditures,Costs of construction of public works and improvements. (q)(4),$1163124.00
T-147,LaSalle Central,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$241600.00
T-147,LaSalle Central,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-147,LaSalle Central,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-147,LaSalle Central,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$494859.00
T-147,LaSalle Central,Revenues,Total revenues,$26639212.00
T-147,LaSalle Central,Fund balance,End of year,$51542540.00
T-147,LaSalle Central,Revenues,Sales tax,$0.00
T-147,LaSalle Central,Revenues,Property tax,$26592131.00
T-147,LaSalle Central,Fund balance,Total fund balance,$51542540.00
T-147,LaSalle Central,Fund balance,Designated for future redevelopment project costs,$51542540.00
T-147,LaSalle Central,Fund balance,Reserved for encumbrances,$0.00
T-147,LaSalle Central,Fund balance,Reserved for debt service,$0.00
T-148,Harlem Industrial Park Conservation Area,Revenues over expenditures,,$350156.00
T-148,Harlem Industrial Park Conservation Area,Fund balance,Beginning of year,$258532.00
T-148,Harlem Industrial Park Conservation Area,Fund balance,End of year,$608688.00
T-148,Harlem Industrial Park Conservation Area,Fund balance,Total fund balance ,$608688.00
T-148,Harlem Industrial Park Conservation Area,Fund balance,Designated for future redevelopment project costs,$608688.00
T-148,Harlem Industrial Park Conservation Area,Fund balance,Reserved for encumbrances,$0.00
T-148,Harlem Industrial Park Conservation Area,Fund balance,Reserved for debt service,$0.00
T-148,Harlem Industrial Park Conservation Area,Revenues,Property tax,$357998.00
T-148,Harlem Industrial Park Conservation Area,Revenues,Sales tax,$0.00
T-148,Harlem Industrial Park Conservation Area,Revenues,Interest,$521.00
T-148,Harlem Industrial Park Conservation Area,Revenues,Total revenues,$358519.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$8363.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,Marketing costs. (q)(1.6),$0.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,"Property assembly, demolition, site preparation and environmental  site improvement costs. (q)(2)",$0.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,Financing costs. (q)(6),$0.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects. (q)(7.5),$0.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,Relocation costs. (q)(8),$0.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-148,Harlem Industrial Park Conservation Area,Expenditures,Total expenditures,$8363.00
T-149,Stevenson/Brighton,Fund balance,End of year,$1682021.00
T-149,Stevenson/Brighton,Revenues,Property tax,$1156179.00
T-149,Stevenson/Brighton,Revenues,Sales tax,$0.00
T-149,Stevenson/Brighton,Revenues,Interest,$1616.00
T-149,Stevenson/Brighton,Revenues,Total revenues,$1157795.00
T-149,Stevenson/Brighton,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$84181.00
T-149,Stevenson/Brighton,Expenditures,Marketing costs.  (q)(1.6),$0.00
T-149,Stevenson/Brighton,Expenditures,"Property assembly, demolition, site preparation and environmental site improvement costs.  (q)(2)",$0.00
T-149,Stevenson/Brighton,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-149,Stevenson/Brighton,Expenditures,Costs of construction of public works and improvements. (q)(4),$282981.00
T-149,Stevenson/Brighton,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-149,Stevenson/Brighton,Expenditures,Financing costs. (q)(6),$0.00
T-149,Stevenson/Brighton,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-149,Stevenson/Brighton,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects (q)(7.5),$0.00
T-149,Stevenson/Brighton,Expenditures,Relocation costs. (q)(8),$0.00
T-149,Stevenson/Brighton,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-149,Stevenson/Brighton,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-149,Stevenson/Brighton,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-149,Stevenson/Brighton,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-149,Stevenson/Brighton,Expenditures,Cost of day care services and operational costs of day care centers.  (q)(11.5),$0.00
T-149,Stevenson/Brighton,Expenditures,Total expenditures,$367162.00
T-149,Stevenson/Brighton,Revenues over expenditures,,$790633.00
T-149,Stevenson/Brighton,Fund balance,Beginning of year,$891388.00
T-149,Stevenson/Brighton,Fund balance,Reserved for debt service,$0.00
T-149,Stevenson/Brighton,Fund balance,Reserved for encumbrances,$0.00
T-149,Stevenson/Brighton,Fund balance,Designated for future redevelopment project costs,$1682021.00
T-149,Stevenson/Brighton,Fund balance,Total fund balance,$1682021.00
 T-150,Addison South,Expenditures,Marketing costs. (q)(1.6),$0.00
 T-150,Addison South,Revenues,Property tax,$1775830.00
 T-150,Addison South,Revenues,Sales tax,$0.00
 T-150,Addison South,Revenues,Interest,$2814.00
 T-150,Addison South,Revenues,Total revenues,$1778644.00
 T-150,Addison South,Expenditures,Cost of job training and retraining. (q)(5),$0.00
 T-150,Addison South,Expenditures,Financing costs. (q)(6),$0.00
 T-150,Addison South,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
 T-150,Addison South,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects. (q)(7.5),$0.00
 T-150,Addison South,Expenditures,Relocation costs. (q)(8),$0.00
 T-150,Addison South,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
 T-150,Addison South,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
 T-150,Addison South,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
 T-150,Addison South,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
 T-150,Addison South,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
 T-150,Addison South,Expenditures,Total expenditures,$32650.00
 T-150,Addison South,Revenues over expenditures,,$1745994.00
 T-150,Addison South,Fund balance,Beginning of year,$1171506.00
 T-150,Addison South,Fund balance,Reserved for debt service,$0.00
 T-150,Addison South,Fund balance,Reserved for encumbrances,$0.00
 T-150,Addison South,Fund balance,Designated for future redevelopment project costs,$2917500.00
 T-150,Addison South,Fund balance,Total fund balance ,$2917500.00
 T-150,Addison South,Expenditures,"Property assembly, demolition, site preparation and environmental  site improvement costs. (q)(2)",$0.00
 T-150,Addison South,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
 T-150,Addison South,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
 T-150,Addison South,Fund balance,End of year,$2917500.00
 T-150,Addison South,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$32650.00
T-151,Armitage/Pulaski,Expenditures,"Costs of rehabilitation, reconstruction, repair or remodeling and of existing buildings. (q)(3)",$0.00
T-151,Armitage/Pulaski,Expenditures,Costs of construction of public works and improvements. (q)(4),$0.00
T-151,Armitage/Pulaski,Expenditures,Cost of job training and retraining. (q)(5),$0.00
T-151,Armitage/Pulaski,Expenditures,Financing costs. (q)(6),$0.00
T-151,Armitage/Pulaski,Expenditures,Approved capital costs of overlapping taxing districts. (q)(7),$0.00
T-151,Armitage/Pulaski,Expenditures,Cost of reimbursing school district for their increase costs caused by TIF assisted housing projects. (q)(7.5),$0.00
T-151,Armitage/Pulaski,Expenditures,Relocation costs. (q)(8),$0.00
T-151,Armitage/Pulaski,Expenditures,Payments in lieu of taxes. (q)(9),$0.00
T-151,Armitage/Pulaski,Expenditures,"Costs of job training, retraining advanced vocational or career education provided by other taxing bodies. (q)(10)",$0.00
T-151,Armitage/Pulaski,Expenditures,Costs of reimbursing private developers for interest expenses incurred on approved redevelopment projects. (q)(11)(A-E),$0.00
T-151,Armitage/Pulaski,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-151,Armitage/Pulaski,Expenditures,Cost of day care services and operational costs of day care centers. (q)(11.5),$0.00
T-151,Armitage/Pulaski,Expenditures,Total expenditures,$7244.00
T-151,Armitage/Pulaski,Revenues over expenditures,,$249135.00
T-151,Armitage/Pulaski,Expenditures,Marketing costs. (q)(1.6),$0.00
T-151,Armitage/Pulaski,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$7244.00
T-151,Armitage/Pulaski,Revenues,Total revenues,$256379.00
T-151,Armitage/Pulaski,Expenditures,"Property assembly, demolition, site preparation and environmental  site improvement costs. (q)(2)",$0.00
T-151,Armitage/Pulaski,Revenues,Interest,$569.00
T-151,Armitage/Pulaski,Revenues,Sales tax,$0.00
T-151,Armitage/Pulaski,Revenues,Property tax,$255810.00
T-151,Armitage/Pulaski,Fund balance,Beginning of year,$250278.00
T-151,Armitage/Pulaski,Fund balance,Total fund balance ,$499413.00
T-151,Armitage/Pulaski,Fund balance,Designated for future redevelopment project costs,$499413.00
T-151,Armitage/Pulaski,Fund balance,Reserved for encumbrances,$0.00
T-151,Armitage/Pulaski,Fund balance,Reserved for debt service,$0.00
T-151,Armitage/Pulaski,Fund balance,End of Year,$256379.00
T-152,Little Village Industrial Corridor,Expenditures,"Costs of studies, admin., and professional services. (q)(1)",$16716.00
T-152,Little Village Industrial Corridor,Expenditures,Costs of construction of new housing units for low income and very low income households. (q)(11)(F),$0.00
T-152,Little Village Industrial Corridor,Fund balance,Total fund balance,$1420505.00
T-152,Little Village Industrial Corridor,Fund balance,Designated for future redevelopment project costs,$1420505.00
T-152,Little Village Industrial Corridor,Fund balance,Reserved for encumbrances,$0.00
T-152,Little Village Industrial Corridor,Fund balance,Reserved for debt service,$0.00
T-152,Little Village Industrial Corridor,Fund balance,End of year,$1420505.00
T-152,Little Village Industrial Corridor,Fund balance,Beginning of year,$588204.00
T-152,Little Village Industrial Corridor,Revenues over expenditures and other financing uses,,$832301.00
T-152,Little Village Industrial Corridor,Other financing uses,Operating transfers out,$-2500.00
T-152,Little Village Industrial Corridor,Revenues,Property tax,$850376.00
T-152,Little Village Industrial Corridor,Revenues,Sales tax,$0.00
T-152,Little Village Industrial Corridor,Revenues,Interest,$1141.00
T-152,Little Village Industrial Corridor,Revenues,Total revenues,$0.00
T-152,Little Village Industrial Corridor,Revenues over expenditures,,$834801.00
T-152,Little Village Industrial Corridor,Expenditures,Marketing costs.  (q)(1.6),$0.00
